,Date,Visa,Master
506,2010-03-23,0.008292246,-0.006030435
507,2010-03-24,-0.013669704,-0.003705403
508,2010-03-25,0.018704225,0.00576267
509,2010-03-26,-0.001769716,0.000609574
510,2010-03-29,-0.00011080299999999999,0.007188028000000001
511,2010-03-30,0.008421986,0.017741261
512,2010-03-31,0.00032967,0.006299275
513,2010-04-01,0.016697792,-0.00023622
514,2010-04-05,-0.0008643980000000001,0.006458218000000001
515,2010-04-06,-0.000757002,0.012403161000000001
516,2010-04-07,-0.018290043,-0.011942029
517,2010-04-08,0.008598831,0.004771963
518,2010-04-09,0.011258061000000001,0.007785736999999999
519,2010-04-12,0.007241676999999999,0.0026653659999999997
520,2010-04-13,-0.004292306,-0.00412224
521,2010-04-14,0.015842224,0.017911025
522,2010-04-15,0.002015701,-0.001900201
523,2010-04-16,-0.006352567,-0.011917907
524,2010-04-19,-0.00777837,-0.008477881
525,2010-04-20,0.009987113,0.01589592
526,2010-04-21,-0.009782031,-0.0030605990000000002
527,2010-04-22,0.021582734,0.003875859
528,2010-04-23,0.015240698,0.021483141
529,2010-04-26,-0.006108293000000001,-0.005388818
530,2010-04-27,-0.031770833,-0.0411242
531,2010-04-28,0.007100591999999999,-0.007259211
532,2010-04-29,-0.008439269000000001,0.009407115
533,2010-04-30,-0.027903469,-0.028741522000000002
534,2010-05-03,-0.010639477,0.010885421999999999
535,2010-05-04,-0.010081774,0.002033939
536,2010-05-05,-0.021953152000000004,-0.052975124000000005
537,2010-05-06,-0.040610899,-0.032108935
538,2010-05-07,-0.007597685,-0.031306991
539,2010-05-10,0.044962935999999995,0.03236362
540,2010-05-11,-0.021281544,-0.030697712000000002
541,2010-05-12,0.018060837,0.042017513
542,2010-05-13,0.000583567,-0.001332646
543,2010-05-14,-0.09879855400000001,-0.08548921699999999
544,2010-05-17,-0.033005436,-0.007719463
545,2010-05-18,-0.061839110999999995,-0.037948864
546,2010-05-19,0.041090027,-0.00177506
547,2010-05-20,-0.0020556389999999997,0.015065448
548,2010-05-21,0.018950838,0.040632652000000005
549,2010-05-24,0.004716980999999999,-0.018751507
550,2010-05-25,-0.02119383,-0.014153641000000002
551,2010-05-26,0.005892833,-0.009039493000000001
552,2010-05-27,0.0039509540000000004,0.013658537
553,2010-05-28,-0.016691546,-0.029018287
554,2010-06-01,-0.013386696000000002,-0.006839471
555,2010-06-02,-0.0033571129999999997,0.003143869
556,2010-06-03,0.022315789,0.004875137
557,2010-06-04,-0.009747391999999999,-0.026386139
558,2010-06-07,-0.003327326,0.017287893000000002
559,2010-06-08,0.020308805,-0.012645673
560,2010-06-09,0.0061349690000000005,-0.010529412
561,2010-06-10,0.049457995,0.049421823
562,2010-06-11,-0.017688831999999998,-0.001170047
563,2010-06-14,-0.030231335,-0.003465443
564,2010-06-15,0.042694497000000005,0.026448597
565,2010-06-16,0.0031197190000000004,0.005010211
566,2010-06-17,0.013865492,0.016047858999999998
567,2010-06-18,-0.015337423000000001,0.0012149069999999999
568,2010-06-21,0.050103842,0.042378467
569,2010-06-22,-0.02645241,-0.010745948
570,2010-06-23,-0.0126968,-0.0049334209999999995
571,2010-06-24,-0.016460905,-0.022560881
572,2010-06-25,0.002353556,0.016287403
573,2010-06-28,-0.018784242,-0.031457484
574,2010-06-29,-0.050119649,-0.040327109
575,2010-06-30,-0.009797061,-0.017045223
576,2010-07-01,0.029823322000000003,0.015887335
577,2010-07-02,0.004391985,0.00034533800000000005
578,2010-07-06,-0.012435092,-0.013512847
579,2010-07-07,0.03528435,0.037694396
580,2010-07-08,0.003475007,0.01011702
